"","TYPE","YEAR","MONTH","HUNDRED_BLOCK","STREET_NAME","NEIGHBOURHOOD","full_address","lat","lon"
"23918","Theft from Vehicle",2013,10,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23919","Theft from Vehicle",2013,10,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23920","Theft from Vehicle",2013,11,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23921","Theft from Vehicle",2013,12,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23922","Theft from Vehicle",2013,12,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23923","Theft from Vehicle",2013,10,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23924","Other Theft",2013,1,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23925","Other Theft",2013,2,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23926","Other Theft",2013,2,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23927","Other Theft",2013,3,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23928","Other Theft",2013,3,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23929","Other Theft",2013,3,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23930","Other Theft",2013,6,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23931","Other Theft",2013,6,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23932","Other Theft",2013,7,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23933","Other Theft",2013,7,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23934","Other Theft",2013,7,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23935","Other Theft",2013,9,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23936","Other Theft",2013,10,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23937","Other Theft",2013,10,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23938","Other Theft",2013,11,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23939","Other Theft",2013,11,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23940","Other Theft",2013,12,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23941","Other Theft",2013,1,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23942","Other Theft",2013,1,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23943","Other Theft",2013,2,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23944","Other Theft",2013,3,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23945","Other Theft",2013,3,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23946","Other Theft",2013,5,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23947","Other Theft",2013,7,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23948","Other Theft",2013,7,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23949","Other Theft",2013,7,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23950","Other Theft",2013,8,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23951","Other Theft",2013,8,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23952","Other Theft",2013,8,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23953","Other Theft",2013,8,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23954","Other Theft",2013,8,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23955","Other Theft",2013,9,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23956","Other Theft",2013,9,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23957","Other Theft",2013,10,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23958","Other Theft",2013,10,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23959","Other Theft",2013,11,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23960","Other Theft",2013,11,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23961","Other Theft",2013,12,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23962","Other Theft",2013,12,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23963","Break and Enter Residential/Other",2013,3,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23964","Break and Enter Residential/Other",2013,3,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23965","Break and Enter Residential/Other",2013,3,"700"," PACIFIC BLVD","Central Business District","700  PACIFIC BLVD, Vancouver, BC",49.2767658,-123.1089051
"23966","Mischief",2013,8,"700"," PACIFIC ST","Central Business District","700  PACIFIC ST, Vancouver, BC",49.2754552,-123.1302546
"23967","Theft from Vehicle",2013,8,"700"," PACIFIC ST","Central Business District","700  PACIFIC ST, Vancouver, BC",49.2754552,-123.1302546
"23968","Mischief",2013,10,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23969","Mischief",2013,9,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23970","Mischief",2013,7,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23971","Mischief",2013,3,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23972","Mischief",2013,2,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23973","Theft from Vehicle",2013,4,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23974","Other Theft",2013,1,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23975","Other Theft",2013,2,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23976","Other Theft",2013,2,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23977","Other Theft",2013,2,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23978","Other Theft",2013,3,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23979","Other Theft",2013,3,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23980","Other Theft",2013,4,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23981","Other Theft",2013,5,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23982","Other Theft",2013,6,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23983","Other Theft",2013,7,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23984","Other Theft",2013,8,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23985","Break and Enter Residential/Other",2013,1,"700"," POWELL ST","Strathcona","700  POWELL ST, Vancouver, BC",49.2829684,-123.0894628
"23986","Other Theft",2013,12,"700"," PRINCESS AVE","Strathcona","700  PRINCESS AVE, Vancouver, BC",49.2782254,-123.0913801
"23987","Theft from Vehicle",2013,7,"700"," PRIOR ST","Strathcona","700  PRIOR ST, Vancouver, BC",49.2765338,-123.08974
"23988","Other Theft",2013,8,"700"," PRIOR ST","Strathcona","700  PRIOR ST, Vancouver, BC",49.2765338,-123.08974
"23989","Other Theft",2013,6,"700"," PRIOR ST","Strathcona","700  PRIOR ST, Vancouver, BC",49.2765338,-123.08974
"23990","Mischief",2013,8,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"23991","Mischief",2013,9,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"23992","Mischief",2013,8,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"23993","Mischief",2013,8,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"23994","Break and Enter Commercial",2013,4,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"23995","Break and Enter Commercial",2013,8,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"23996","Break and Enter Commercial",2013,8,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"23997","Theft from Vehicle",2013,4,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"23998","Theft from Vehicle",2013,7,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"23999","Theft from Vehicle",2013,8,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"24000","Theft from Vehicle",2013,8,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"24001","Theft from Vehicle",2013,9,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"24002","Theft from Vehicle",2013,3,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"24003","Theft from Vehicle",2013,2,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"24004","Other Theft",2013,4,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"24005","Other Theft",2013,9,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"24006","Other Theft",2013,12,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"24007","Other Theft",2013,4,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"24008","Other Theft",2013,6,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"24009","Break and Enter Residential/Other",2013,8,"700"," RICHARDS ST","Central Business District","700  RICHARDS ST, Vancouver, BC",49.2811909,-123.1161573
"24010","Break and Enter Commercial",2013,3,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24011","Break and Enter Commercial",2013,5,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24012","Theft from Vehicle",2013,6,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24013","Theft from Vehicle",2013,1,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24014","Theft from Vehicle",2013,7,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24015","Theft from Vehicle",2013,3,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24016","Theft from Vehicle",2013,7,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24017","Theft from Vehicle",2013,9,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24018","Other Theft",2013,1,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24019","Other Theft",2013,11,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24020","Other Theft",2013,12,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24021","Other Theft",2013,6,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24022","Other Theft",2013,10,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24023","Other Theft",2013,11,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24024","Other Theft",2013,11,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24025","Other Theft",2013,11,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24026","Other Theft",2013,12,"700"," ROBSON ST","Central Business District","700  ROBSON ST, Vancouver, BC",49.2813458,-123.1198488
"24027","Mischief",2013,1,"700"," SAWYERS LANE","Fairview","700  SAWYERS LANE, Vancouver, BC",49.2666821,-123.1206388
"24028","Mischief",2013,7,"700"," SE MARINE DR","Sunset","700  SE MARINE DR, Vancouver, BC",49.2109432,-123.091134
"24029","Mischief",2013,12,"700"," SE MARINE DR","Sunset","700  SE MARINE DR, Vancouver, BC",49.2109432,-123.091134
"24030","Mischief",2013,11,"700"," SE MARINE DR","Sunset","700  SE MARINE DR, Vancouver, BC",49.2109432,-123.091134
"24031","Mischief",2013,10,"700"," SE MARINE DR","Sunset","700  SE MARINE DR, Vancouver, BC",49.2109432,-123.091134
"24032","Mischief",2013,5,"700"," SE MARINE DR","Sunset","700  SE MARINE DR, Vancouver, BC",49.2109432,-123.091134
"24033","Break and Enter Commercial",2013,3,"700"," SE MARINE DR","Sunset","700  SE MARINE DR, Vancouver, BC",49.2109432,-123.091134
"24034","Break and Enter Commercial",2013,6,"700"," SE MARINE DR","Sunset","700  SE MARINE DR, Vancouver, BC",49.2109432,-123.091134
"24035","Theft from Vehicle",2013,7,"700"," SE MARINE DR","Sunset","700  SE MARINE DR, Vancouver, BC",49.2109432,-123.091134
"24036","Theft from Vehicle",2013,7,"700"," SE MARINE DR","Sunset","700  SE MARINE DR, Vancouver, BC",49.2109432,-123.091134
"24037","Other Theft",2013,4,"700"," SE MARINE DR","Sunset","700  SE MARINE DR, Vancouver, BC",49.2109432,-123.091134
"24038","Other Theft",2013,3,"700"," SE MARINE DR","Sunset","700  SE MARINE DR, Vancouver, BC",49.2109432,-123.091134
"24039","Other Theft",2013,7,"700"," SE MARINE DR","Sunset","700  SE MARINE DR, Vancouver, BC",49.2109432,-123.091134
"24040","Other Theft",2013,11,"700"," SE MARINE DR","Sunset","700  SE MARINE DR, Vancouver, BC",49.2109432,-123.091134
"24041","Other Theft",2013,6,"700"," SE MARINE DR","Sunset","700  SE MARINE DR, Vancouver, BC",49.2109432,-123.091134
"24042","Mischief",2013,11,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24043","Mischief",2013,2,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24044","Theft from Vehicle",2013,5,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24045","Theft from Vehicle",2013,7,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24046","Theft from Vehicle",2013,3,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24047","Theft from Vehicle",2013,4,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24048","Theft from Vehicle",2013,6,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24049","Theft from Vehicle",2013,10,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24050","Theft from Vehicle",2013,3,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24051","Theft from Vehicle",2013,4,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24052","Theft from Vehicle",2013,4,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24053","Theft from Vehicle",2013,4,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24054","Theft from Vehicle",2013,6,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24055","Theft from Vehicle",2013,6,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24056","Theft from Vehicle",2013,6,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24057","Theft from Vehicle",2013,6,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24058","Theft from Vehicle",2013,8,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24059","Theft from Vehicle",2013,8,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24060","Theft from Vehicle",2013,10,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24061","Other Theft",2013,9,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24062","Other Theft",2013,10,"700"," SEYMOUR ST","Central Business District","700  SEYMOUR ST, Vancouver, BC",49.2818036,-123.1171044
"24063","Mischief",2013,6,"700"," SMITHE ST","Central Business District","700  SMITHE ST, Vancouver, BC",49.2803025,-123.1214266
"24064","Mischief",2013,5,"700"," SMITHE ST","Central Business District","700  SMITHE ST, Vancouver, BC",49.2803025,-123.1214266
"24065","Theft from Vehicle",2013,7,"700"," STANLEY PARK DR","Stanley Park","700  STANLEY PARK DR, Vancouver, BC",49.3067882,-123.1355447
"24066","Other Theft",2013,7,"700"," STANLEY PARK DR","Stanley Park","700  STANLEY PARK DR, Vancouver, BC",49.3067882,-123.1355447
"24067","Theft of Vehicle",2013,3,"700"," SW MARINE DR","Marpole","700  SW MARINE DR, Vancouver, BC",49.2082377,-123.1214456
"24068","Theft of Vehicle",2013,7,"700"," SW MARINE DR","Marpole","700  SW MARINE DR, Vancouver, BC",49.2082377,-123.1214456
"24069","Break and Enter Commercial",2013,10,"700"," SW MARINE DR","Marpole","700  SW MARINE DR, Vancouver, BC",49.2082377,-123.1214456
"24070","Theft from Vehicle",2013,1,"700"," SW MARINE DR","Marpole","700  SW MARINE DR, Vancouver, BC",49.2082377,-123.1214456
"24071","Theft from Vehicle",2013,12,"700"," SW MARINE DR","Marpole","700  SW MARINE DR, Vancouver, BC",49.2082377,-123.1214456
"24072","Theft from Vehicle",2013,11,"700"," SW MARINE DR","Marpole","700  SW MARINE DR, Vancouver, BC",49.2082377,-123.1214456
"24073","Theft from Vehicle",2013,8,"700"," SW MARINE DR","Marpole","700  SW MARINE DR, Vancouver, BC",49.2082377,-123.1214456
"24074","Mischief",2013,10,"700"," TEMPLETON DR","Grandview-Woodland","700  TEMPLETON DR, Vancouver, BC",49.2785377,-123.0588373
"24075","Mischief",2013,9,"700"," TEMPLETON DR","Grandview-Woodland","700  TEMPLETON DR, Vancouver, BC",49.2785377,-123.0588373
"24076","Mischief",2013,6,"700"," TEMPLETON DR","Grandview-Woodland","700  TEMPLETON DR, Vancouver, BC",49.2785377,-123.0588373
"24077","Theft from Vehicle",2013,5,"700"," TEMPLETON DR","Grandview-Woodland","700  TEMPLETON DR, Vancouver, BC",49.2785377,-123.0588373
"24078","Other Theft",2013,3,"700"," TEMPLETON DR","Grandview-Woodland","700  TEMPLETON DR, Vancouver, BC",49.2785377,-123.0588373
"24079","Other Theft",2013,4,"700"," TEMPLETON DR","Grandview-Woodland","700  TEMPLETON DR, Vancouver, BC",49.2785377,-123.0588373
"24080","Other Theft",2013,5,"700"," TEMPLETON DR","Grandview-Woodland","700  TEMPLETON DR, Vancouver, BC",49.2785377,-123.0588373
"24081","Other Theft",2013,5,"700"," TEMPLETON DR","Grandview-Woodland","700  TEMPLETON DR, Vancouver, BC",49.2785377,-123.0588373
"24082","Other Theft",2013,1,"700"," TEMPLETON DR","Grandview-Woodland","700  TEMPLETON DR, Vancouver, BC",49.2785377,-123.0588373
"24083","Break and Enter Residential/Other",2013,9,"700"," TEMPLETON DR","Grandview-Woodland","700  TEMPLETON DR, Vancouver, BC",49.2785377,-123.0588373
"24084","Mischief",2013,4,"700"," TERMINAL AVE","Strathcona","700  TERMINAL AVE, Vancouver, BC",49.2709188,-123.0895869
"24085","Mischief",2013,11,"700"," TERMINAL AVE","Strathcona","700  TERMINAL AVE, Vancouver, BC",49.2709188,-123.0895869
"24086","Theft of Vehicle",2013,12,"700"," TERMINAL AVE","Strathcona","700  TERMINAL AVE, Vancouver, BC",49.2709188,-123.0895869
"24087","Theft of Vehicle",2013,6,"700"," TERMINAL AVE","Strathcona","700  TERMINAL AVE, Vancouver, BC",49.2709188,-123.0895869
"24088","Break and Enter Commercial",2013,11,"700"," TERMINAL AVE","Strathcona","700  TERMINAL AVE, Vancouver, BC",49.2709188,-123.0895869
"24089","Break and Enter Commercial",2013,11,"700"," TERMINAL AVE","Strathcona","700  TERMINAL AVE, Vancouver, BC",49.2709188,-123.0895869
"24090","Break and Enter Commercial",2013,12,"700"," TERMINAL AVE","Strathcona","700  TERMINAL AVE, Vancouver, BC",49.2709188,-123.0895869
"24091","Other Theft",2013,2,"700"," TERMINAL AVE","Strathcona","700  TERMINAL AVE, Vancouver, BC",49.2709188,-123.0895869
"24092","Other Theft",2013,10,"700"," TERMINAL AVE","Strathcona","700  TERMINAL AVE, Vancouver, BC",49.2709188,-123.0895869
"24093","Mischief",2013,5,"700"," THURLOW ST","West End","700  THURLOW ST, Vancouver, BC",49.2857108,-123.1231128
"24094","Break and Enter Commercial",2013,8,"700"," THURLOW ST","West End","700  THURLOW ST, Vancouver, BC",49.2857108,-123.1231128
"24095","Break and Enter Commercial",2013,9,"700"," THURLOW ST","West End","700  THURLOW ST, Vancouver, BC",49.2857108,-123.1231128
"24096","Theft from Vehicle",2013,1,"700"," THURLOW ST","West End","700  THURLOW ST, Vancouver, BC",49.2857108,-123.1231128
"24097","Theft from Vehicle",2013,12,"700"," THURLOW ST","West End","700  THURLOW ST, Vancouver, BC",49.2857108,-123.1231128
"24098","Other Theft",2013,2,"700"," THURLOW ST","West End","700  THURLOW ST, Vancouver, BC",49.2857108,-123.1231128
"24099","Other Theft",2013,9,"700"," THURLOW ST","West End","700  THURLOW ST, Vancouver, BC",49.2857108,-123.1231128
"24100","Other Theft",2013,12,"700"," THURLOW ST","West End","700  THURLOW ST, Vancouver, BC",49.2857108,-123.1231128
"24101","Other Theft",2013,8,"700"," THURLOW ST","West End","700  THURLOW ST, Vancouver, BC",49.2857108,-123.1231128
"24102","Other Theft",2013,2,"700"," THURLOW ST","West End","700  THURLOW ST, Vancouver, BC",49.2857108,-123.1231128
"24103","Other Theft",2013,10,"700"," THURLOW ST","West End","700  THURLOW ST, Vancouver, BC",49.2857108,-123.1231128
"24104","Other Theft",2013,8,"700"," THURLOW ST","West End","700  THURLOW ST, Vancouver, BC",49.2857108,-123.1231128
"24105","Other Theft",2013,1,"700"," THURLOW ST","West End","700  THURLOW ST, Vancouver, BC",49.2857108,-123.1231128
"24106","Other Theft",2013,3,"700"," THURLOW ST","West End","700  THURLOW ST, Vancouver, BC",49.2857108,-123.1231128
"24107","Break and Enter Commercial",2013,11,"700"," UNION ST","Strathcona","700  UNION ST, Vancouver, BC",49.2774451,-123.0896989
"24108","Theft from Vehicle",2013,2,"700"," UNION ST","Strathcona","700  UNION ST, Vancouver, BC",49.2774451,-123.0896989
"24109","Theft from Vehicle",2013,2,"700"," UNION ST","Strathcona","700  UNION ST, Vancouver, BC",49.2774451,-123.0896989
"24110","Break and Enter Residential/Other",2013,7,"700"," UNION ST","Strathcona","700  UNION ST, Vancouver, BC",49.2774451,-123.0896989
"24111","Theft from Vehicle",2013,8,"700"," VERNON DR","Strathcona","700  VERNON DR, Vancouver, BC",49.2783932,-123.0790288
"24112","Theft from Vehicle",2013,7,"700"," VICTORIA DR","Grandview-Woodland","700  VICTORIA DR, Vancouver, BC",49.2783803,-123.0655646
"24113","Break and Enter Commercial",2013,1,"700"," W 12TH AVE","Fairview","700  W 12TH AVE, Vancouver, BC",49.2604397,-123.1199382
"24114","Other Theft",2013,7,"700"," W 12TH AVE","Fairview","700  W 12TH AVE, Vancouver, BC",49.2604397,-123.1199382
"24115","Other Theft",2013,6,"700"," W 12TH AVE","Fairview","700  W 12TH AVE, Vancouver, BC",49.2604397,-123.1199382
"24116","Theft from Vehicle",2013,6,"700"," W 13TH AVE","Fairview","700  W 13TH AVE, Vancouver, BC",49.2594908,-123.119991
"24117","Theft from Vehicle",2013,6,"700"," W 13TH AVE","Fairview","700  W 13TH AVE, Vancouver, BC",49.2594908,-123.119991
"24118","Other Theft",2013,5,"700"," W 13TH AVE","Fairview","700  W 13TH AVE, Vancouver, BC",49.2594908,-123.119991
"24119","Mischief",2013,11,"700"," W 14TH AVE","Fairview","700  W 14TH AVE, Vancouver, BC",49.2585807,-123.1200627
